Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2004,133,CNG,1139,129
2004,133,CNG,1140,31
2004,133,CNG,1141,262
2004,133,CNG,1142,194
2004,133,CNG,1143,81
2004,133,CNG,1144,320
2004,133,CNG,1145,234
2004,133,CNG,1147,183
2004,133,CNG,1148,236
2004,133,CNG,1149,304
2004,133,CNG,1150,36
2004,133,CNG,1151,164
2004,133,CNG,1152,228
2004,133,CNG,1153,4
2004,133,CNG,1154,316
2004,133,CNG,1155,84
2004,133,CNG,1156,271
2004,133,CNG,1157,241
2004,133,CNG,1158,137
2004,133,CNG,1159,276
2004,133,CNG,1160,52
2004,133,CNG,1161,122
2004,133,CNG,1162,264
2004,133,CNG,1163,2
2004,133,CNG,1164,249
2004,133,CNG,1165,231
2004,133,CNG,1166,68
2004,133,CNG,1168,199
2004,133,CNG,1169,171
2004,133,CNG,1170,201
2004,133,CNG,1171,312
2004,133,CNG,1172,170
2004,133,CNG,1173,78
2004,133,CNG,1174,153
2004,133,CNG,1175,256
2004,133,CNG,1176,182
2004,133,CNG,1177,58
2004,133,CNG,1178,91
2004,133,CNG,1179,150
2004,133,CNG,1180,108
2004,133,CNG,1181,1
2004,133,CNG,1182,139
2004,133,CNG,1183,280
2004,133,CNG,1184,221
2004,133,CNG,1185,198
2004,133,CNG,1186,141
2004,133,CNG,1187,92
2004,133,CNG,1189,263
2004,133,CNG,1190,109
2004,133,CNG,1191,197
2004,133,CNG,1192,240
2004,133,CNG,1193,142
2004,133,CNG,1194,239
2004,133,CNG,1196,18
2004,133,CNG,1197,278
2004,133,CNG,1198,306
2004,133,CNG,1199,25
2004,133,CNG,1200,253
2004,133,CNG,1201,89
2004,133,CNG,1202,180
2004,133,CNG,1203,60
2004,133,CNG,1204,160
2004,133,CNG,1205,284
2004,133,CNG,1206,106
2004,133,CNG,1207,104
2004,133,CNG,1208,53
2004,133,CNG,1209,144
2004,133,CNG,1210,3
2004,133,CNG,1211,9
2004,133,CNG,1212,310
2004,133,CNG,1214,274
2004,133,CNG,1216,292
2004,133,CNG,1217,311
2004,133,CNG,1218,77
2004,133,CNG,1219,257
2004,133,CNG,1220,147
2004,133,CNG,1221,168
2004,133,CNG,1222,166
2004,133,CNG,1224,308
2004,133,CNG,1225,154
2004,133,CNG,1226,259
2004,133,CNG,1227,85
2004,133,CNG,1228,23
2004,133,CNG,1229,155
2004,133,CNG,1231,102
2004,133,CNG,1232,173
2004,133,CNG,1233,220
2004,133,CNG,1234,66
2004,133,CNG,1235,67
2004,133,CNG,1236,273
2004,133,CNG,1237,134
2004,133,CNG,1238,297
2004,133,CNG,1239,290
2004,133,CNG,1240,250
2004,133,CNG,1241,248
2004,133,CNG,1242,21
2004,133,CNG,1243,64
2004,133,CNG,1245,69
2004,133,CNG,1246,7
2004,133,CNG,1247,178
2004,133,CNG,1248,216
2004,133,CNG,1249,282
2004,133,CNG,1250,235
2004,133,CNG,1251,191
2004,133,CNG,1252,303
2004,133,CNG,1253,279
2004,133,CNG,1254,301
2004,133,CNG,1256,121
2004,133,CNG,1257,10
2004,133,CNG,1258,174
2004,133,CNG,1259,313
2004,133,CNG,1260,203
2004,133,CNG,1261,51
2004,133,CNG,1263,215
2004,133,CNG,1264,74
2004,133,CNG,1265,291
2004,133,CNG,1266,87
2004,133,CNG,1267,175
2004,133,CNG,1268,17
2004,133,CNG,1269,184
2004,133,CNG,1270,247
2004,133,CNG,1271,321
2004,133,CNG,1272,32
2004,133,CNG,1273,254
2004,133,CNG,1274,97
2004,133,CNG,1275,118
2004,133,CNG,1276,49
2004,133,CNG,1277,39
2004,133,CNG,1278,110
2004,133,CNG,1279,103
2004,133,CNG,1280,19
2004,133,CNG,1281,46
2004,133,CNG,1282,146
2004,133,CNG,1283,100
2004,133,CNG,1284,211
2004,133,CNG,1285,227
2004,133,CNG,1286,207
2004,133,CNG,1287,222
2004,133,CNG,1288,298
2004,133,CNG,1290,208
2004,133,CNG,1291,277
2004,133,CNG,1292,152
2004,133,CNG,1293,76
2004,133,CNG,1296,206
2004,133,CNG,1298,322
2004,133,CNG,1299,325
2004,133,CNG,1301,12
2004,133,CNG,1304,33
2004,133,CNG,1305,29
2004,133,CNG,1306,286
2004,133,CNG,1307,99
2004,133,CNG,1308,193
2004,133,CNG,1309,181
2004,133,CNG,1310,116
2004,133,CNG,1311,318
2004,133,CNG,1313,305
2004,133,CNG,1314,8
2004,133,CNG,1317,233
2004,133,CNG,1318,212
2004,133,CNG,1319,205
2004,133,CNG,1320,83
2004,133,CNG,1321,105
2004,133,CNG,1322,265
2004,133,CNG,1323,47
2004,133,CNG,1324,158
2004,133,CNG,1325,189
2004,133,CNG,1326,136
2004,133,CNG,1328,45
2004,133,CNG,1329,5
2004,133,CNG,1330,107
2004,133,CNG,1331,148
2004,133,CNG,1332,63
2004,133,CNG,1333,128
2004,133,CNG,1334,94
2004,133,CNG,1335,90
2004,133,CNG,1336,195
2004,133,CNG,1337,123
2004,133,CNG,1338,15
2004,133,CNG,1339,156
2004,133,CNG,1340,217
2004,133,CNG,1341,319
2004,133,CNG,1343,132
2004,133,CNG,1344,24
2004,133,CNG,1345,50
2004,133,CNG,1346,295
2004,133,CNG,1347,281
2004,133,CNG,1348,80
2004,133,CNG,1349,65
2004,133,CNG,1350,48
2004,133,CNG,1351,226
2004,133,CNG,1352,270
2004,133,CNG,1353,75
2004,133,CNG,1354,238
2004,133,CNG,1356,44
2004,133,CNG,1357,289
2004,133,CNG,1358,294
2004,133,CNG,1359,255
2004,133,CNG,1360,268
2004,133,CNG,1361,98
2004,133,CNG,1362,172
2004,133,CNG,1363,209
2004,133,CNG,1364,120
2004,133,CNG,1365,140
2004,133,CNG,1366,323
2004,133,CNG,1368,214
2004,133,CNG,1369,218
2004,133,CNG,1371,28
2004,133,CNG,1372,176
2004,133,CNG,1373,213
2004,133,CNG,1374,143
2004,133,CNG,1375,204
2004,133,CNG,1376,30
2004,133,CNG,1378,177
2004,133,CNG,1379,163
2004,133,CNG,1380,296
2004,133,CNG,1381,251
2004,133,CNG,1382,245
2004,133,CNG,1383,244
2004,133,CNG,1384,275
2004,133,CNG,1385,162
2004,133,CNG,1386,6
2004,133,CNG,1387,71
2004,133,CNG,1388,70
2004,133,CNG,1389,185
2004,133,CNG,1390,16
2004,133,CNG,1391,266
2004,133,CNG,1392,287
2004,133,CNG,1393,35
2004,133,CNG,1394,223
2004,133,CNG,1395,130
2004,133,CNG,1396,93
2004,133,CNG,1397,73
2004,133,CNG,1398,285
2004,133,CNG,1399,229
2004,133,CNG,1400,13
2004,133,CNG,1401,167
2004,133,CNG,1402,261
2004,133,CNG,1403,27
2004,133,CNG,1404,252
2004,133,CNG,1405,117
2004,133,CNG,1406,267
2004,133,CNG,1407,101
2004,133,CNG,1408,186
2004,133,CNG,1409,135
2004,133,CNG,1410,258
2004,133,CNG,1411,299
2004,133,CNG,1412,37
2004,133,CNG,1414,190
2004,133,CNG,1415,196
2004,133,CNG,1416,126
2004,133,CNG,1417,111
2004,133,CNG,1418,86
2004,133,CNG,1419,288
2004,133,CNG,1420,269
2004,133,CNG,1421,302
2004,133,CNG,1422,246
2004,133,CNG,1423,133
2004,133,CNG,1424,72
2004,133,CNG,1425,112
2004,133,CNG,1426,230
2004,133,CNG,1427,242
2004,133,CNG,1428,40
2004,133,CNG,1429,56
2004,133,CNG,1431,42
2004,133,CNG,1433,82
2004,133,CNG,1434,145
2004,133,CNG,1435,20
2004,133,CNG,1436,188
2004,133,CNG,1437,55
2004,133,CNG,1438,59
2004,133,CNG,1439,114
2004,133,CNG,1440,315
2004,133,CNG,1441,243
2004,133,CNG,1442,300
2004,133,CNG,1443,127
2004,133,CNG,1444,34
2004,133,CNG,1447,272
2004,133,CNG,1448,11
2004,133,CNG,1449,54
2004,133,CNG,1450,113
2004,133,CNG,1451,169
2004,133,CNG,1452,96
2004,133,CNG,1453,161
2004,133,CNG,1454,95
2004,133,CNG,1455,62
2004,133,CNG,1456,224
2004,133,CNG,1457,232
2004,133,CNG,1458,14
2004,133,CNG,1459,293
2004,133,CNG,1460,179
2004,133,CNG,1461,88
2004,133,CNG,1462,38
2004,133,CNG,1463,200
2004,133,CNG,1464,237
2004,133,POM,1102,47
2004,133,POM,1103,172
2004,133,POM,1104,34
2004,133,POM,1105,303
2004,133,POM,1106,278
2004,133,POM,1107,309
2004,133,POM,1108,311
2004,133,POM,1110,177
2004,133,POM,1111,231
2004,133,POM,1112,33
2004,133,POM,1113,141
2004,133,POM,1114,157
2004,133,POM,1115,326
2004,133,POM,1116,93
2004,133,POM,1117,159
2004,133,POM,1119,322
2004,133,POM,1120,76
2004,133,POM,1122,111
2004,133,POM,1123,137
2004,133,POM,1124,226
2004,133,POM,1125,103
2004,133,POM,1126,316
2004,133,POM,1127,252
2004,133,POM,1128,174
2004,133,POM,1129,53
2004,133,POM,1130,40
2004,133,POM,1131,119
2004,133,POM,1132,173
2004,133,POM,1133,165
2004,133,POM,1135,190
2004,133,POM,1137,225
2004,133,POM,1138,105
2004,133,POM,1139,130
2004,133,POM,1140,31
2004,133,POM,1141,269
2004,133,POM,1142,204
2004,133,POM,1143,113
2004,133,POM,1144,317
2004,133,POM,1145,236
2004,133,POM,1147,189
2004,133,POM,1148,229
2004,133,POM,1149,305
2004,133,POM,1150,39
2004,133,POM,1151,151
2004,133,POM,1152,214
2004,133,POM,1153,15
2004,133,POM,1154,312
2004,133,POM,1155,100
2004,133,POM,1156,291
2004,133,POM,1157,255
2004,133,POM,1158,138
2004,133,POM,1159,273
2004,133,POM,1160,55
2004,133,POM,1161,128
2004,133,POM,1162,271
2004,133,POM,1163,8
2004,133,POM,1164,251
2004,133,POM,1165,232
2004,133,POM,1166,83
2004,133,POM,1168,210
2004,133,POM,1169,166
2004,133,POM,1170,208
2004,133,POM,1171,318
2004,133,POM,1172,136
2004,133,POM,1173,61
2004,133,POM,1174,142
2004,133,POM,1175,258
2004,133,POM,1176,182
2004,133,POM,1177,52
2004,133,POM,1178,85
2004,133,POM,1179,163
2004,133,POM,1180,92
2004,133,POM,1181,1
2004,133,POM,1182,134
2004,133,POM,1183,275
2004,133,POM,1184,202
2004,133,POM,1185,205
2004,133,POM,1186,129
2004,133,POM,1187,118
2004,133,POM,1189,244
2004,133,POM,1190,67
2004,133,POM,1191,217
2004,133,POM,1192,199
2004,133,POM,1193,108
2004,133,POM,1194,254
2004,133,POM,1196,18
2004,133,POM,1197,276
2004,133,POM,1198,310
2004,133,POM,1199,20
2004,133,POM,1200,246
2004,133,POM,1201,94
2004,133,POM,1202,167
2004,133,POM,1203,41
2004,133,POM,1204,143
2004,133,POM,1205,279
2004,133,POM,1206,88
2004,133,POM,1207,140
2004,133,POM,1208,50
2004,133,POM,1209,145
2004,133,POM,1210,10
2004,133,POM,1211,2
2004,133,POM,1212,298
2004,133,POM,1214,280
2004,133,POM,1216,290
2004,133,POM,1217,307
2004,133,POM,1218,84
2004,133,POM,1219,253
2004,133,POM,1220,153
2004,133,POM,1221,186
2004,133,POM,1222,206
2004,133,POM,1224,315
2004,133,POM,1225,158
2004,133,POM,1226,268
2004,133,POM,1227,58
2004,133,POM,1228,19
2004,133,POM,1229,179
2004,133,POM,1231,91
2004,133,POM,1232,183
2004,133,POM,1233,196
2004,133,POM,1234,74
2004,133,POM,1235,77
2004,133,POM,1236,296
2004,133,POM,1237,114
2004,133,POM,1238,294
2004,133,POM,1239,284
2004,133,POM,1240,233
2004,133,POM,1241,262
2004,133,POM,1242,25
2004,133,POM,1243,86
2004,133,POM,1245,70
2004,133,POM,1246,4
2004,133,POM,1247,175
2004,133,POM,1248,223
2004,133,POM,1249,299
2004,133,POM,1250,218
2004,133,POM,1251,181
2004,133,POM,1252,304
2004,133,POM,1253,282
2004,133,POM,1254,302
2004,133,POM,1256,110
2004,133,POM,1257,23
2004,133,POM,1258,178
2004,133,POM,1259,314
2004,133,POM,1260,195
2004,133,POM,1261,59
2004,133,POM,1263,203
2004,133,POM,1264,56
2004,133,POM,1265,287
2004,133,POM,1266,99
2004,133,POM,1267,169
2004,133,POM,1268,16
2004,133,POM,1269,176
2004,133,POM,1270,250
2004,133,POM,1271,320
2004,133,POM,1272,32
2004,133,POM,1273,220
2004,133,POM,1274,121
2004,133,POM,1275,116
2004,133,POM,1276,57
2004,133,POM,1277,37
2004,133,POM,1278,139
2004,133,POM,1279,123
2004,133,POM,1280,7
2004,133,POM,1281,49
2004,133,POM,1282,164
2004,133,POM,1283,97
2004,133,POM,1284,188
2004,133,POM,1285,242
2004,133,POM,1286,227
2004,133,POM,1287,197
2004,133,POM,1288,308
2004,133,POM,1290,193
2004,133,POM,1291,265
2004,133,POM,1292,125
2004,133,POM,1293,63
2004,133,POM,1296,224
2004,133,POM,1298,313
2004,133,POM,1299,325
2004,133,POM,1301,6
2004,133,POM,1304,48
2004,133,POM,1305,22
2004,133,POM,1306,277
2004,133,POM,1307,107
2004,133,POM,1308,194
2004,133,POM,1309,155
2004,133,POM,1310,101
2004,133,POM,1311,323
2004,133,POM,1313,300
2004,133,POM,1314,11
2004,133,POM,1317,211
2004,133,POM,1318,201
2004,133,POM,1319,192
2004,133,POM,1320,80
2004,133,POM,1321,95
2004,133,POM,1322,264
2004,133,POM,1323,46
2004,133,POM,1324,171
2004,133,POM,1325,185
2004,133,POM,1326,149
2004,133,POM,1328,62
2004,133,POM,1329,9
2004,133,POM,1330,109
2004,133,POM,1331,148
2004,133,POM,1332,89
2004,133,POM,1333,150
2004,133,POM,1334,71
2004,133,POM,1335,96
2004,133,POM,1336,215
2004,133,POM,1337,112
2004,133,POM,1338,3
2004,133,POM,1339,154
2004,133,POM,1340,237
2004,133,POM,1341,324
2004,133,POM,1343,102
2004,133,POM,1344,21
2004,133,POM,1345,64
2004,133,POM,1346,293
2004,133,POM,1347,289
2004,133,POM,1348,87
2004,133,POM,1349,72
2004,133,POM,1350,38
2004,133,POM,1351,221
2004,133,POM,1352,274
2004,133,POM,1353,75
2004,133,POM,1354,234
2004,133,POM,1356,45
2004,133,POM,1357,281
2004,133,POM,1358,272
2004,133,POM,1359,257
2004,133,POM,1360,285
2004,133,POM,1361,122
2004,133,POM,1362,146
2004,133,POM,1363,241
2004,133,POM,1364,126
2004,133,POM,1365,152
2004,133,POM,1366,321
2004,133,POM,1368,209
2004,133,POM,1369,247
2004,133,POM,1371,28
2004,133,POM,1372,144
2004,133,POM,1373,207
2004,133,POM,1374,124
2004,133,POM,1375,184
2004,133,POM,1376,35
2004,133,POM,1378,198
2004,133,POM,1379,156
2004,133,POM,1380,292
2004,133,POM,1381,238
2004,133,POM,1382,245
2004,133,POM,1383,230
2004,133,POM,1384,259
2004,133,POM,1385,187
2004,133,POM,1386,5
2004,133,POM,1387,73
2004,133,POM,1388,69
2004,133,POM,1389,161
2004,133,POM,1390,12
2004,133,POM,1391,270
2004,133,POM,1392,295
2004,133,POM,1393,27
2004,133,POM,1394,213
2004,133,POM,1395,133
2004,133,POM,1396,79
2004,133,POM,1397,78
2004,133,POM,1398,267
2004,133,POM,1399,243
2004,133,POM,1400,17
2004,133,POM,1401,228
2004,133,POM,1402,261
2004,133,POM,1403,29
2004,133,POM,1404,256
2004,133,POM,1405,104
2004,133,POM,1406,266
2004,133,POM,1407,90
2004,133,POM,1408,219
2004,133,POM,1409,168
2004,133,POM,1410,248
2004,133,POM,1411,297
2004,133,POM,1412,36
2004,133,POM,1414,212
2004,133,POM,1415,191
2004,133,POM,1416,98
2004,133,POM,1417,147
2004,133,POM,1418,60
2004,133,POM,1419,283
2004,133,POM,1420,286
2004,133,POM,1421,301
2004,133,POM,1422,235
2004,133,POM,1423,120
2004,133,POM,1424,68
2004,133,POM,1425,127
2004,133,POM,1426,200
2004,133,POM,1427,216
2004,133,POM,1428,44
2004,133,POM,1429,42
2004,133,POM,1431,43
2004,133,POM,1433,82
2004,133,POM,1434,132
2004,133,POM,1435,24
2004,133,POM,1436,162
2004,133,POM,1437,54
2004,133,POM,1438,65
2004,133,POM,1439,115
2004,133,POM,1440,319
2004,133,POM,1441,239
2004,133,POM,1442,306
2004,133,POM,1443,131
2004,133,POM,1444,30
2004,133,POM,1447,263
2004,133,POM,1448,13
2004,133,POM,1449,51
2004,133,POM,1450,117
2004,133,POM,1451,180
2004,133,POM,1452,106
2004,133,POM,1453,160
2004,133,POM,1454,81
2004,133,POM,1455,66
2004,133,POM,1456,249
2004,133,POM,1457,240
2004,133,POM,1458,14
2004,133,POM,1459,288
2004,133,POM,1460,170
2004,133,POM,1461,135
2004,133,POM,1462,26
2004,133,POM,1463,222
2004,133,POM,1464,260
2005,133,CNG,1102,67
2005,133,CNG,1103,80
2005,133,CNG,1104,16
2005,133,CNG,1105,284
2005,133,CNG,1106,309
2005,133,CNG,1107,174
2005,133,CNG,1108,327
2005,133,CNG,1110,182
2005,133,CNG,1111,192
2005,133,CNG,1112,17
2005,133,CNG,1113,52
2005,133,CNG,1114,159
2005,133,CNG,1115,325
2005,133,CNG,1116,35
2005,133,CNG,1117,164
2005,133,CNG,1119,322
2005,133,CNG,1120,126
2005,133,CNG,1122,199
2005,133,CNG,1123,105
2005,133,CNG,1124,181
2005,133,CNG,1125,238
2005,133,CNG,1126,313
2005,133,CNG,1127,200
2005,133,CNG,1128,233
2005,133,CNG,1129,195
2005,133,CNG,1130,26
2005,133,CNG,1131,108
2005,133,CNG,1132,131
2005,133,CNG,1133,121
2005,133,CNG,1135,232
2005,133,CNG,1137,142
2005,133,CNG,1138,88
2005,133,CNG,1139,154
2005,133,CNG,1140,147
2005,133,CNG,1141,236
2005,133,CNG,1142,301
2005,133,CNG,1143,125
2005,133,CNG,1144,323
2005,133,CNG,1145,253
2005,133,CNG,1147,316
2005,133,CNG,1148,241
2005,133,CNG,1149,283
2005,133,CNG,1150,57
2005,133,CNG,1151,167
2005,133,CNG,1152,239
2005,133,CNG,1153,18
2005,133,CNG,1154,300
2005,133,CNG,1155,38
2005,133,CNG,1156,215
2005,133,CNG,1157,281
2005,133,CNG,1158,160
2005,133,CNG,1159,249
2005,133,CNG,1160,93
2005,133,CNG,1161,130
2005,133,CNG,1162,247
2005,133,CNG,1163,12
2005,133,CNG,1164,251
2005,133,CNG,1165,237
2005,133,CNG,1166,51
2005,133,CNG,1168,145
2005,133,CNG,1169,120
2005,133,CNG,1170,274
2005,133,CNG,1171,272
